,time,application,angry,disgust,fear,happy,sad,surprise
4687,2022_07_23_20_10_01,Electron,0.21,0.0,0.16,0.0,0.63,0.0
4688,2022_07_23_20_10_01,Electron,0.23,0.0,0.08,0.0,0.69,0.0
4689,2022_07_23_20_10_02,Electron,0.42,0.0,0.21,0.08,0.25,0.04
4690,2022_07_23_20_10_02,Electron,0.17,0.0,0.25,0.0,0.5,0.08
4691,2022_07_23_20_10_03,Electron,0.28,0.0,0.25,0.0,0.42,0.04
4692,2022_07_23_20_10_03,Electron,0.35,0.0,0.15,0.0,0.5,0.0
4693,2022_07_23_20_10_03,Electron,0.65,0.0,0.12,0.04,0.15,0.04
4694,2022_07_23_20_10_04,Electron,0.69,0.0,0.06,0.0,0.25,0.0
4695,2022_07_23_20_10_04,Electron,0.37,0.0,0.12,0.0,0.44,0.06
4696,2022_07_23_20_10_04,Electron,0.57,0.0,0.17,0.0,0.25,0.0
4697,2022_07_23_20_10_05,Electron,0.22,0.0,0.11,0.0,0.56,0.11
4698,2022_07_23_20_10_05,Electron,0.4,0.0,0.2,0.0,0.4,0.0
4699,2022_07_23_20_10_05,Electron,0.6,0.0,0.0,0.0,0.4,0.0
4700,2022_07_23_20_10_06,Electron,0.04,0.0,0.18,0.34,0.28,0.16
4701,2022_07_23_20_10_07,Electron,0.2,0.0,0.2,0.2,0.4,0.0
4702,2022_07_23_20_10_07,Electron,0.15,0.0,0.15,0.08,0.62,0.0
4703,2022_07_23_20_10_07,Electron,0.14,0.0,0.17,0.06,0.63,0.0
4704,2022_07_23_20_10_08,Electron,0.17,0.0,0.11,0.06,0.67,0.0
4705,2022_07_23_20_10_08,Electron,0.4,0.0,0.2,0.0,0.4,0.0
4706,2022_07_23_20_10_08,Electron,0.21,0.0,0.14,0.0,0.64,0.0
4707,2022_07_23_20_10_09,Electron,0.15,0.0,0.04,0.04,0.73,0.04
4708,2022_07_23_20_10_09,Electron,0.22,0.0,0.07,0.02,0.68,0.0
4709,2022_07_23_20_10_09,Electron,0.32,0.0,0.05,0.09,0.55,0.0
4710,2022_07_23_20_10_10,Electron,0.31,0.0,0.08,0.0,0.62,0.0
4711,2022_07_23_20_10_10,Electron,0.27,0.0,0.0,0.45,0.27,0.0
4712,2022_07_23_20_10_10,Electron,0.5,0.0,0.25,0.0,0.25,0.0
4713,2022_07_23_20_10_11,Electron,0.3,0.0,0.06,0.21,0.4,0.02
4714,2022_07_23_20_10_11,Electron,0.5,0.0,0.12,0.0,0.38,0.0
4715,2022_07_23_20_10_11,Electron,0.5,0.0,0.0,0.0,0.5,0.0
4716,2022_07_23_20_10_12,Electron,0.22,0.0,0.22,0.11,0.33,0.11
4717,2022_07_23_20_10_12,Electron,0.25,0.0,0.19,0.06,0.44,0.06
4718,2022_07_23_20_10_12,Electron,0.17,0.0,0.08,0.08,0.67,0.0
4719,2022_07_23_20_10_13,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4720,2022_07_23_20_10_13,Electron,0.28,0.0,0.14,0.0,0.56,0.0
4721,2022_07_23_20_10_14,Electron,0.5,0.0,0.0,0.0,0.5,0.0
4722,2022_07_23_20_10_14,Electron,0.0,0.0,0.0,0.0,1.0,0.0
4723,2022_07_23_20_10_14,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4724,2022_07_23_20_10_15,Electron,0.33,0.0,0.17,0.0,0.5,0.0
4725,2022_07_23_20_10_15,Electron,0.36,0.0,0.14,0.07,0.43,0.0
4726,2022_07_23_20_10_15,Electron,0.17,0.0,0.33,0.0,0.5,0.0
4727,2022_07_23_20_10_16,Electron,0.25,0.0,0.38,0.0,0.38,0.0
4728,2022_07_23_20_10_16,Electron,0.28,0.0,0.28,0.0,0.43,0.0
4729,2022_07_23_20_10_16,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4730,2022_07_23_20_10_17,Electron,0.17,0.0,0.33,0.17,0.33,0.0
4731,2022_07_23_20_10_17,Electron,0.3,0.0,0.1,0.1,0.5,0.0
4732,2022_07_23_20_10_17,Electron,0.4,0.0,0.2,0.0,0.4,0.0
4733,2022_07_23_20_10_18,Electron,0.33,0.0,0.17,0.0,0.5,0.0
4734,2022_07_23_20_10_18,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4735,2022_07_23_20_10_18,Electron,0.4,0.0,0.2,0.0,0.4,0.0
4736,2022_07_23_20_10_19,Electron,0.14,0.0,0.14,0.0,0.71,0.0
4737,2022_07_23_20_10_19,Electron,0.2,0.0,0.2,0.0,0.6,0.0
4738,2022_07_23_20_10_19,Electron,0.17,0.0,0.17,0.0,0.67,0.0
4739,2022_07_23_20_10_20,Electron,0.45,0.0,0.07,0.05,0.42,0.0
4740,2022_07_23_20_10_20,Electron,0.27,0.0,0.12,0.02,0.6,0.0
4741,2022_07_23_20_10_21,Electron,0.11,0.0,0.14,0.28,0.46,0.0
4742,2022_07_23_20_10_22,Electron,0.14,0.0,0.14,0.14,0.56,0.0
4743,2022_07_23_20_10_23,Electron,0.18,0.0,0.36,0.09,0.36,0.0
4744,2022_07_23_20_10_23,Electron,0.18,0.0,0.14,0.01,0.65,0.01
4745,2022_07_23_20_10_23,Electron,0.19,0.0,0.24,0.1,0.38,0.1
4746,2022_07_23_20_10_24,Electron,0.31,0.0,0.12,0.0,0.56,0.0
4747,2022_07_23_20_10_24,Electron,0.21,0.0,0.2,0.03,0.52,0.05
4748,2022_07_23_20_10_24,Electron,0.14,0.0,0.19,0.04,0.6,0.03
4749,2022_07_23_20_10_25,Electron,0.3,0.0,0.1,0.1,0.5,0.0
4750,2022_07_23_20_10_25,Electron,0.37,0.0,0.07,0.19,0.36,0.02
4751,2022_07_23_20_10_25,Electron,0.16,0.0,0.16,0.09,0.55,0.04
4752,2022_07_23_20_10_26,Electron,0.44,0.0,0.19,0.06,0.31,0.0
4753,2022_07_23_20_10_26,Electron,0.11,0.0,0.32,0.11,0.32,0.16
4754,2022_07_23_20_10_26,Electron,0.34,0.0,0.1,0.02,0.49,0.05
4755,2022_07_23_20_10_27,Electron,0.32,0.0,0.11,0.02,0.47,0.08
4756,2022_07_23_20_10_27,Electron,0.14,0.0,0.2,0.06,0.55,0.04
4757,2022_07_23_20_10_27,Electron,0.13,0.0,0.24,0.08,0.46,0.08
4758,2022_07_23_20_10_28,Electron,0.16,0.0,0.15,0.04,0.62,0.03
4759,2022_07_23_20_10_28,Code,0.35,0.0,0.16,0.02,0.45,0.02
4760,2022_07_23_20_10_29,Code,0.36,0.0,0.09,0.0,0.55,0.0
4761,2022_07_23_20_10_29,Electron,0.15,0.0,0.18,0.04,0.6,0.03
4762,2022_07_23_20_10_29,Electron,0.28,0.0,0.15,0.01,0.49,0.06
4763,2022_07_23_20_10_30,Electron,0.11,0.0,0.21,0.02,0.6,0.05
4764,2022_07_23_20_10_30,Electron,0.28,0.0,0.07,0.09,0.56,0.0
4765,2022_07_23_20_10_31,Electron,0.26,0.0,0.21,0.01,0.44,0.07
4766,2022_07_23_20_10_31,Electron,0.11,0.0,0.21,0.0,0.68,0.0
4767,2022_07_23_20_10_31,Electron,0.08,0.0,0.32,0.0,0.52,0.08
4768,2022_07_23_20_10_32,Electron,0.15,0.0,0.08,0.05,0.71,0.01
4769,2022_07_23_20_10_32,Electron,0.35,0.0,0.05,0.01,0.56,0.01
4770,2022_07_23_20_10_32,Electron,0.0,0.0,0.0,0.99,0.01,0.0
4771,2022_07_23_20_10_33,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4772,2022_07_23_20_10_33,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4773,2022_07_23_20_10_34,Electron,0.26,0.0,0.12,0.07,0.03,0.52
4774,2022_07_23_20_10_34,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4775,2022_07_23_20_10_34,Electron,0.11,0.0,0.11,0.0,0.78,0.0
4776,2022_07_23_20_10_35,Electron,0.25,0.0,0.05,0.04,0.02,0.64
4777,2022_07_23_20_10_35,Electron,0.2,0.0,0.2,0.0,0.6,0.0
4778,2022_07_23_20_10_35,Electron,0.43,0.02,0.09,0.0,0.45,0.02
4779,2022_07_23_20_10_36,Electron,0.53,0.39,0.01,0.0,0.07,0.0
4780,2022_07_23_20_10_36,Electron,0.69,0.28,0.0,0.0,0.02,0.0
4781,2022_07_23_20_10_36,Electron,0.81,0.14,0.0,0.0,0.04,0.0
4782,2022_07_23_20_10_37,Electron,0.79,0.19,0.0,0.0,0.02,0.0
4783,2022_07_23_20_10_37,Electron,0.8,0.17,0.01,0.0,0.02,0.0
4784,2022_07_23_20_10_37,Electron,0.73,0.19,0.02,0.0,0.04,0.01
4785,2022_07_23_20_10_38,Electron,0.69,0.28,0.01,0.0,0.01,0.0
4786,2022_07_23_20_10_38,Electron,0.9,0.07,0.01,0.0,0.02,0.0
4787,2022_07_23_20_10_38,Electron,0.66,0.33,0.0,0.0,0.01,0.0
4788,2022_07_23_20_10_39,Electron,0.82,0.13,0.01,0.0,0.03,0.0
4789,2022_07_23_20_10_39,Electron,0.77,0.21,0.01,0.0,0.01,0.0
4790,2022_07_23_20_10_39,Electron,0.66,0.31,0.0,0.0,0.03,0.0
4791,2022_07_23_20_10_40,Electron,0.85,0.09,0.02,0.0,0.04,0.0
4792,2022_07_23_20_10_40,Electron,0.21,0.0,0.15,0.37,0.23,0.04
4793,2022_07_23_20_10_40,Electron,0.03,0.0,0.03,0.87,0.06,0.0
4794,2022_07_23_20_10_41,Electron,0.06,0.0,0.32,0.12,0.44,0.06
4795,2022_07_23_20_10_41,Electron,0.07,0.0,0.76,0.01,0.06,0.09
4796,2022_07_23_20_10_42,Electron,0.1,0.0,0.14,0.08,0.25,0.43
4797,2022_07_23_20_10_42,Electron,0.01,0.0,0.04,0.88,0.04,0.01
4798,2022_07_23_20_10_43,Electron,0.04,0.0,0.12,0.54,0.23,0.08
4799,2022_07_23_20_10_43,Electron,0.02,0.0,0.15,0.69,0.06,0.07
4800,2022_07_23_20_10_43,Electron,0.0,0.0,0.01,0.98,0.01,0.0
4801,2022_07_23_20_10_44,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4802,2022_07_23_20_10_44,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4803,2022_07_23_20_10_44,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4804,2022_07_23_20_10_45,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4805,2022_07_23_20_10_45,Electron,0.0,0.0,0.0,1.0,0.0,0.0
4806,2022_07_23_20_10_45,Electron,0.09,0.0,0.26,0.17,0.46,0.03
4807,2022_07_23_20_10_46,Electron,0.11,0.0,0.22,0.0,0.67,0.0
4808,2022_07_23_20_10_46,Electron,0.17,0.0,0.17,0.0,0.67,0.0
4809,2022_07_23_20_10_46,Electron,0.17,0.0,0.17,0.0,0.67,0.0
4810,2022_07_23_20_10_47,Electron,0.17,0.0,0.17,0.0,0.67,0.0
4811,2022_07_23_20_10_47,Code,0.2,0.0,0.2,0.0,0.6,0.0
4812,2022_07_23_20_10_48,Code,0.14,0.0,0.14,0.0,0.71,0.0
4813,2022_07_23_20_10_48,Code,0.12,0.0,0.12,0.0,0.76,0.0
4814,2022_07_23_20_10_48,Code,0.13,0.0,0.13,0.0,0.73,0.0
4815,2022_07_23_20_10_48,Code,0.25,0.0,0.12,0.0,0.62,0.0
4816,2022_07_23_20_10_49,Code,0.2,0.0,0.2,0.0,0.6,0.0
4817,2022_07_23_20_10_49,Code,0.25,0.0,0.38,0.0,0.25,0.12
4818,2022_07_23_20_10_49,Code,0.2,0.0,0.3,0.0,0.11,0.39
4819,2022_07_23_20_10_50,Code,0.19,0.0,0.31,0.0,0.14,0.36
4820,2022_07_23_20_10_50,Code,0.17,0.0,0.08,0.5,0.17,0.08
4821,2022_07_23_20_10_51,Code,0.14,0.0,0.3,0.11,0.43,0.03
4822,2022_07_23_20_10_51,Code,0.23,0.0,0.1,0.19,0.48,0.0
4823,2022_07_23_20_10_52,Code,0.17,0.0,0.33,0.0,0.5,0.0
4824,2022_07_23_20_10_52,Code,0.13,0.0,0.33,0.0,0.47,0.07
4825,2022_07_23_20_10_52,Code,0.24,0.0,0.12,0.0,0.64,0.0
4826,2022_07_23_20_10_53,Code,0.22,0.0,0.11,0.0,0.67,0.0
4827,2022_07_23_20_10_53,Electron,0.42,0.0,0.08,0.0,0.5,0.0
4828,2022_07_23_20_10_53,Electron,0.23,0.0,0.15,0.08,0.54,0.0
4829,2022_07_23_20_10_54,Electron,0.33,0.0,0.24,0.05,0.38,0.0
4830,2022_07_23_20_10_54,Electron,0.17,0.0,0.08,0.0,0.75,0.0
4831,2022_07_23_20_10_54,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4832,2022_07_23_20_10_55,Electron,0.17,0.0,0.17,0.0,0.67,0.0
4833,2022_07_23_20_10_55,Electron,0.1,0.0,0.2,0.0,0.7,0.0
4834,2022_07_23_20_10_56,Electron,0.25,0.0,0.25,0.0,0.5,0.0
4835,2022_07_23_20_10_56,Electron,0.08,0.0,0.08,0.0,0.85,0.0
4836,2022_07_23_20_10_57,Electron,0.18,0.0,0.09,0.0,0.73,0.0
4837,2022_07_23_20_10_57,Electron,0.14,0.0,0.0,0.0,0.86,0.0
4838,2022_07_23_20_10_57,Electron,0.28,0.0,0.14,0.0,0.56,0.0
4839,2022_07_23_20_10_58,Electron,0.47,0.0,0.05,0.0,0.47,0.0
4840,2022_07_23_20_10_58,Code,0.3,0.0,0.16,0.0,0.55,0.0
4841,2022_07_23_20_10_58,Code,0.36,0.0,0.09,0.0,0.52,0.03
4842,2022_07_23_20_10_59,Code,0.45,0.02,0.04,0.0,0.47,0.02
4843,2022_07_23_20_10_59,Code,0.59,0.09,0.06,0.0,0.24,0.01
4844,2022_07_23_20_10_59,Code,0.62,0.06,0.05,0.0,0.25,0.01
4845,2022_07_23_20_11_08,Code,0.62,0.14,0.04,0.0,0.18,0.01
4846,2022_07_23_20_11_08,Code,0.25,0.0,0.12,0.0,0.62,0.0
4847,2022_07_23_20_11_09,Code,0.14,0.0,0.14,0.0,0.71,0.0
4848,2022_07_23_20_11_09,Code,0.24,0.0,0.2,0.0,0.56,0.0
4849,2022_07_23_20_11_09,Terminal,0.12,0.0,0.18,0.0,0.71,0.0
4850,2022_07_23_20_11_10,Terminal,0.14,0.0,0.11,0.0,0.75,0.0
4851,2022_07_23_20_11_10,Terminal,0.22,0.0,0.11,0.11,0.56,0.0
4852,2022_07_23_20_11_10,Terminal,0.28,0.0,0.14,0.0,0.56,0.0
4853,2022_07_23_20_11_11,Electron,0.28,0.0,0.28,0.0,0.43,0.0
4854,2022_07_23_20_11_11,Electron,0.38,0.0,0.12,0.0,0.5,0.0
4855,2022_07_23_20_11_12,Electron,0.25,0.0,0.08,0.0,0.67,0.0
4856,2022_07_23_20_11_12,Electron,0.38,0.0,0.24,0.0,0.28,0.1
4857,2022_07_23_20_11_12,Electron,0.28,0.0,0.12,0.0,0.47,0.12
4858,2022_07_23_20_11_13,Electron,0.15,0.0,0.06,0.0,0.79,0.0
4859,2022_07_23_20_11_13,Electron,0.12,0.0,0.23,0.0,0.54,0.12
4860,2022_07_23_20_11_13,Electron,0.17,0.0,0.17,0.0,0.61,0.04
4861,2022_07_23_20_11_14,Electron,0.14,0.0,0.2,0.0,0.64,0.02
4862,2022_07_23_20_11_14,Electron,0.28,0.0,0.41,0.0,0.26,0.05
4863,2022_07_23_20_11_14,Electron,0.19,0.0,0.35,0.0,0.42,0.04
4864,2022_07_23_20_11_15,Electron,0.25,0.0,0.3,0.0,0.4,0.05
4865,2022_07_23_20_11_15,Code,0.55,0.0,0.18,0.0,0.27,0.0
4866,2022_07_23_20_11_16,Code,0.49,0.13,0.06,0.0,0.28,0.03
4867,2022_07_23_20_11_16,Code,0.86,0.11,0.0,0.0,0.03,0.0
4868,2022_07_23_20_11_19,Code,0.73,0.2,0.02,0.0,0.05,0.0
4869,2022_07_23_20_11_20,Code,0.56,0.41,0.0,0.0,0.02,0.0
4870,2022_07_23_20_11_20,Code,0.78,0.18,0.01,0.0,0.03,0.0
4871,2022_07_23_20_11_21,Code,0.82,0.15,0.01,0.0,0.02,0.0
4872,2022_07_23_20_11_21,Code,0.85,0.12,0.01,0.0,0.02,0.0
4873,2022_07_23_20_11_21,Code,0.86,0.11,0.01,0.0,0.01,0.0
4874,2022_07_23_20_11_22,Code,0.19,0.0,0.33,0.05,0.2,0.23
4875,2022_07_23_20_11_22,Code,0.0,0.0,0.01,0.54,0.0,0.45
4876,2022_07_23_20_11_22,Code,0.0,0.0,0.0,0.99,0.0,0.01
4877,2022_07_23_20_11_23,Code,0.0,0.0,0.0,1.0,0.0,0.0
4878,2022_07_23_20_11_23,Code,0.0,0.0,0.0,1.0,0.0,0.0
4879,2022_07_23_20_11_23,Code,0.0,0.0,0.0,1.0,0.0,0.0
4880,2022_07_23_20_11_24,Code,0.0,0.0,0.0,1.0,0.0,0.0
4881,2022_07_23_20_11_24,Code,0.0,0.0,0.0,1.0,0.0,0.0
4882,2022_07_23_20_11_24,Code,0.0,0.0,0.0,1.0,0.0,0.0
4883,2022_07_23_20_11_25,Code,0.0,0.0,0.0,0.99,0.0,0.01
4884,2022_07_23_20_11_25,Code,0.0,0.0,0.0,1.0,0.0,0.0
4885,2022_07_23_20_11_25,Code,0.0,0.0,0.0,1.0,0.0,0.0
4886,2022_07_23_20_11_26,Code,0.0,0.0,0.0,0.99,0.01,0.0
4887,2022_07_23_20_11_26,Code,0.0,0.0,0.0,1.0,0.0,0.0
4888,2022_07_23_20_11_27,Code,0.0,0.0,0.0,1.0,0.0,0.0
4889,2022_07_23_20_11_27,Code,0.0,0.0,0.0,1.0,0.0,0.0
4890,2022_07_23_20_11_27,Code,0.0,0.0,0.0,1.0,0.0,0.0
4891,2022_07_23_20_11_28,Code,0.06,0.0,0.03,0.59,0.28,0.03
4892,2022_07_23_20_11_28,Code,0.07,0.0,0.03,0.12,0.71,0.07
4893,2022_07_23_20_11_28,Code,0.12,0.0,0.05,0.03,0.8,0.0
4894,2022_07_23_20_11_29,Terminal,0.1,0.0,0.12,0.08,0.67,0.02
4895,2022_07_23_20_11_29,Terminal,0.12,0.0,0.07,0.09,0.72,0.0
4896,2022_07_23_20_11_29,Terminal,0.09,0.0,0.04,0.04,0.84,0.0
4897,2022_07_23_20_11_30,Terminal,0.22,0.0,0.07,0.02,0.7,0.0
4898,2022_07_23_20_11_30,Terminal,0.16,0.0,0.02,0.06,0.76,0.0
4899,2022_07_23_20_11_30,Terminal,0.17,0.0,0.03,0.03,0.78,0.0
4900,2022_07_23_20_11_31,Terminal,0.24,0.0,0.09,0.06,0.61,0.0
4901,2022_07_23_20_11_31,Terminal,0.23,0.0,0.25,0.02,0.45,0.05
4902,2022_07_23_20_11_31,Terminal,0.28,0.0,0.12,0.03,0.55,0.02
4903,2022_07_23_20_11_32,Terminal,0.19,0.0,0.16,0.23,0.42,0.0
4904,2022_07_23_20_11_32,Terminal,0.22,0.0,0.11,0.15,0.52,0.0
4905,2022_07_23_20_11_32,Terminal,0.17,0.0,0.17,0.0,0.67,0.0
4906,2022_07_23_20_11_33,Terminal,0.28,0.0,0.05,0.0,0.67,0.0
4907,2022_07_23_20_11_33,Terminal,0.28,0.0,0.11,0.0,0.61,0.0
4908,2022_07_23_20_11_33,Terminal,0.2,0.0,0.13,0.0,0.67,0.0
4909,2022_07_23_20_11_34,Terminal,0.1,0.0,0.07,0.0,0.83,0.0
4910,2022_07_23_20_11_34,Terminal,0.11,0.0,0.06,0.03,0.81,0.0
4911,2022_07_23_20_11_35,Terminal,0.11,0.0,0.22,0.11,0.56,0.0
4912,2022_07_23_20_11_35,Terminal,0.12,0.0,0.12,0.25,0.5,0.0
4913,2022_07_23_20_11_35,Terminal,0.05,0.0,0.55,0.18,0.13,0.08
4914,2022_07_23_20_11_36,Terminal,0.17,0.0,0.22,0.11,0.39,0.11
4915,2022_07_23_20_11_36,Terminal,0.09,0.0,0.18,0.0,0.64,0.09
4916,2022_07_23_20_11_36,Terminal,0.08,0.0,0.17,0.0,0.42,0.33
4917,2022_07_23_20_11_37,Terminal,0.17,0.0,0.33,0.06,0.39,0.06
4918,2022_07_23_20_11_37,Terminal,0.2,0.0,0.2,0.07,0.33,0.2
4919,2022_07_23_20_11_37,Terminal,0.1,0.0,0.33,0.0,0.19,0.38
4920,2022_07_23_20_11_38,Terminal,0.13,0.0,0.33,0.13,0.33,0.07
4921,2022_07_23_20_11_38,Terminal,0.05,0.0,0.32,0.14,0.27,0.23
4922,2022_07_23_20_11_38,Terminal,0.28,0.0,0.13,0.28,0.19,0.11
4923,2022_07_23_20_11_39,Terminal,0.14,0.01,0.14,0.42,0.27,0.02
4924,2022_07_23_20_11_39,Terminal,0.03,0.0,0.01,0.86,0.09,0.01
4925,2022_07_23_20_11_39,Terminal,0.1,0.0,0.06,0.67,0.15,0.01
4926,2022_07_23_20_11_40,Terminal,0.28,0.0,0.21,0.02,0.46,0.03
4927,2022_07_23_20_11_40,Terminal,0.08,0.0,0.08,0.0,0.77,0.08
4928,2022_07_23_20_11_41,Terminal,0.19,0.0,0.14,0.07,0.57,0.02
4929,2022_07_23_20_11_41,Terminal,0.32,0.0,0.18,0.08,0.39,0.03
4930,2022_07_23_20_11_41,Terminal,0.33,0.0,0.0,0.0,0.67,0.0
4931,2022_07_23_20_11_42,Code,0.25,0.0,0.0,0.0,0.75,0.0
4932,2022_07_23_20_11_42,Code,0.2,0.0,0.2,0.0,0.6,0.0
4933,2022_07_23_20_11_42,Code,0.0,0.0,0.0,0.0,1.0,0.0
4934,2022_07_23_20_11_43,Code,0.0,0.0,0.0,0.0,1.0,0.0
4935,2022_07_23_20_11_43,Code,0.12,0.0,0.12,0.0,0.75,0.0
4936,2022_07_23_20_11_43,Code,0.11,0.0,0.11,0.0,0.78,0.0
4937,2022_07_23_20_11_44,Code,0.14,0.0,0.0,0.0,0.86,0.0
4938,2022_07_23_20_11_44,Code,0.2,0.0,0.0,0.0,0.8,0.0
4939,2022_07_23_20_11_44,Code,0.17,0.0,0.0,0.0,0.83,0.0
4940,2022_07_23_20_11_45,Code,0.17,0.0,0.0,0.0,0.83,0.0
4941,2022_07_23_20_11_45,Code,0.05,0.1,0.05,0.0,0.81,0.0
4942,2022_07_23_20_11_45,Code,0.25,0.0,0.12,0.0,0.62,0.0
4943,2022_07_23_20_11_46,Code,0.0,0.0,0.0,0.0,1.0,0.0
4944,2022_07_23_20_11_46,Code,0.08,0.0,0.0,0.08,0.83,0.0
4945,2022_07_23_20_11_46,Code,0.14,0.0,0.03,0.03,0.81,0.0
4946,2022_07_23_20_11_47,Code,0.31,0.0,0.06,0.04,0.59,0.0
4947,2022_07_23_20_11_47,Code,0.42,0.09,0.12,0.0,0.37,0.0
4948,2022_07_23_20_11_47,Code,0.42,0.43,0.02,0.0,0.13,0.0
4949,2022_07_23_20_11_48,Code,0.26,0.62,0.01,0.0,0.12,0.0
4950,2022_07_23_20_11_48,Code,0.75,0.07,0.04,0.0,0.14,0.0
4951,2022_07_23_20_11_48,Code,0.6,0.18,0.02,0.0,0.2,0.0
4952,2022_07_23_20_11_49,Code,0.45,0.25,0.02,0.0,0.27,0.0
4953,2022_07_23_20_11_49,Code,0.53,0.19,0.04,0.0,0.24,0.0
4954,2022_07_23_20_11_49,Code,0.39,0.09,0.07,0.0,0.41,0.04
4955,2022_07_23_20_11_50,Code,0.33,0.49,0.04,0.0,0.14,0.0
4956,2022_07_23_20_11_50,Code,0.47,0.25,0.06,0.0,0.19,0.03
4957,2022_07_23_20_11_50,Code,0.13,0.54,0.07,0.0,0.26,0.0
4958,2022_07_23_20_11_51,Code,0.19,0.0,0.12,0.0,0.69,0.0
4959,2022_07_23_20_11_51,Code,0.12,0.0,0.06,0.06,0.76,0.0
4960,2022_07_23_20_11_51,Code,0.28,0.0,0.06,0.17,0.5,0.0
4961,2022_07_23_20_11_52,Code,0.19,0.0,0.06,0.0,0.75,0.0
4962,2022_07_23_20_11_52,Code,0.14,0.0,0.14,0.0,0.71,0.0
4963,2022_07_23_20_11_53,Code,0.28,0.0,0.14,0.0,0.56,0.0
4964,2022_07_23_20_11_53,Microsoft Edge,0.22,0.0,0.09,0.0,0.7,0.0
4965,2022_07_23_20_11_53,Microsoft Edge,0.09,0.0,0.09,0.0,0.83,0.0
4966,2022_07_23_20_11_54,Microsoft Edge,0.11,0.0,0.22,0.0,0.56,0.11
4967,2022_07_23_20_11_54,Microsoft Edge,0.07,0.0,0.4,0.0,0.2,0.33
4968,2022_07_23_20_11_54,Microsoft Edge,0.11,0.0,0.46,0.0,0.25,0.18
4969,2022_07_23_20_11_55,Microsoft Edge,0.17,0.0,0.17,0.5,0.17,0.0
4970,2022_07_23_20_11_55,Microsoft Edge,0.0,0.0,0.0,0.5,0.5,0.0
4971,2022_07_23_20_11_55,Microsoft Edge,0.12,0.0,0.12,0.38,0.38,0.0
4972,2022_07_23_20_11_56,Microsoft Edge,0.33,0.0,0.17,0.17,0.33,0.0
4973,2022_07_23_20_11_57,Microsoft Edge,0.11,0.0,0.44,0.0,0.44,0.0
4974,2022_07_23_20_11_57,Microsoft Edge,0.14,0.0,0.28,0.0,0.56,0.0
4975,2022_07_23_20_11_57,Microsoft Edge,0.1,0.0,0.2,0.0,0.7,0.0
4976,2022_07_23_20_11_58,Microsoft Edge,0.28,0.0,0.04,0.0,0.68,0.0
4977,2022_07_23_20_11_58,Microsoft Edge,0.22,0.0,0.33,0.0,0.33,0.11
4978,2022_07_23_20_11_58,Microsoft Edge,0.09,0.0,0.04,0.65,0.22,0.0
4979,2022_07_23_20_11_59,Microsoft Edge,0.21,0.0,0.05,0.11,0.63,0.0
4980,2022_07_23_20_11_59,Microsoft Edge,0.13,0.0,0.07,0.0,0.8,0.0
4981,2022_07_23_20_11_59,Microsoft Edge,0.16,0.0,0.0,0.0,0.84,0.0
4982,2022_07_23_20_12_00,Microsoft Edge,0.2,0.0,0.13,0.0,0.67,0.0
4983,2022_07_23_20_12_00,Finder,0.17,0.0,0.04,0.0,0.78,0.0
4984,2022_07_23_20_12_00,Finder,0.15,0.0,0.08,0.0,0.77,0.0
4985,2022_07_23_20_12_01,Finder,0.11,0.0,0.0,0.0,0.89,0.0
4986,2022_07_23_20_12_01,Finder,0.13,0.0,0.04,0.0,0.83,0.0
4987,2022_07_23_20_12_01,Finder,0.31,0.0,0.14,0.03,0.49,0.03
4988,2022_07_23_20_12_02,Finder,0.21,0.0,0.13,0.03,0.61,0.03
4989,2022_07_23_20_12_02,Finder,0.22,0.0,0.35,0.0,0.39,0.04
4990,2022_07_23_20_12_02,Finder,0.24,0.0,0.13,0.0,0.61,0.03
4991,2022_07_23_20_12_03,Finder,0.37,0.0,0.11,0.0,0.5,0.02
4992,2022_07_23_20_12_03,Finder,0.69,0.02,0.06,0.0,0.21,0.01
4993,2022_07_23_20_12_03,Finder,0.45,0.03,0.06,0.0,0.42,0.03
4994,2022_07_23_20_12_04,Finder,0.48,0.0,0.12,0.0,0.38,0.02
4995,2022_07_23_20_12_04,Finder,0.49,0.0,0.09,0.0,0.4,0.02
4996,2022_07_23_20_12_04,Finder,0.6,0.0,0.07,0.0,0.31,0.02
4997,2022_07_23_20_12_05,Finder,0.51,0.04,0.09,0.02,0.3,0.04
4998,2022_07_23_20_12_05,Finder,0.59,0.0,0.09,0.02,0.25,0.05
4999,2022_07_23_20_12_05,Finder,0.38,0.0,0.15,0.0,0.42,0.05
5000,2022_07_23_20_12_06,Finder,0.43,0.0,0.23,0.0,0.3,0.03
5001,2022_07_23_20_12_06,Finder,0.3,0.0,0.23,0.0,0.48,0.0
5002,2022_07_23_20_12_06,Finder,0.36,0.0,0.19,0.0,0.45,0.0
